,partitions,subjects,domains,wb_membership,depth,values
251,1,6,2,1,-1,0.7690428096179482
252,1,0,3,0,-1,0.7547501323831154
253,1,1,3,0,-1,0.8264369729567625
254,1,2,3,0,-1,0.7906799040923523
255,1,3,3,0,-1,0.9149428509499733
256,1,4,3,0,-1,0.8419966426649212
257,1,5,3,0,-1,0.9094121810756435
258,1,6,3,0,-1,0.836184914073558
259,1,0,3,1,-1,1.0138640185891334
260,1,1,3,1,-1,1.0057514145261082
261,1,2,3,1,-1,0.9320841052241117
262,1,3,3,1,-1,0.9668085904618208
263,1,4,3,1,-1,0.9614958954583722
264,1,5,3,1,-1,1.0436171050682697
265,1,6,3,1,-1,0.9713236428438143
266,1,0,4,0,-1,0.5994434140204186
267,1,1,4,0,-1,0.5182103202368684
268,1,2,4,0,-1,0.42989697246309627
269,1,3,4,0,-1,0.640117257468554
270,1,4,4,0,-1,0.5787929148819301
271,1,5,4,0,-1,0.8233759608032603
272,1,6,4,0,-1,0.6421079635131512
273,1,0,4,1,-1,0.7366874940865011
274,1,1,4,1,-1,0.6802928311991303
275,1,2,4,1,-1,0.5600037129087211
276,1,3,4,1,-1,0.7017224681485957
277,1,4,4,1,-1,0.7299726651076683
278,1,5,4,1,-1,0.8757769787744899
279,1,6,4,1,-1,0.664398436952192
280,1,0,0,0,0,0.8108671165610095
281,1,1,0,0,0,0.8569915545539248
282,1,2,0,0,0,0.7230865336485481
283,1,3,0,0,0,0.8230623951231373
284,1,4,0,0,0,0.8151681683387064
285,1,5,0,0,0,0.8727385978179059
286,1,6,0,0,0,0.8887538949498538
287,1,0,0,1,0,0.8720870840957704
288,1,1,0,1,0,0.8727928436246105
289,1,2,0,1,0,0.733353694273944
290,1,3,0,1,0,0.8334112312520117
291,1,4,0,1,0,0.8644725927967689
292,1,5,0,1,0,0.9435968470135646
293,1,6,0,1,0,0.9221560112858367
294,1,0,1,0,0,0.7286695639647536
295,1,1,1,0,0,0.8757841304176498
296,1,2,1,0,0,0.8125294996245794
297,1,3,1,0,0,0.9261165574888226
298,1,4,1,0,0,0.8247109620438788
299,1,5,1,0,0,0.9013550748623367
300,1,6,1,0,0,0.8386578810047238
301,1,0,1,1,0,0.9421458258306489
302,1,1,1,1,0,0.9384714983119649
303,1,2,1,1,0,1.0146120985497413
304,1,3,1,1,0,0.9508741201235357
305,1,4,1,1,0,0.9518977948885012
306,1,5,1,1,0,1.032349303009427
307,1,6,1,1,0,0.9770938702225026
308,1,0,2,0,0,0.7679110979826247
309,1,1,2,0,0,0.8745110491382779
310,1,2,2,0,0,0.7552198616779113
311,1,3,2,0,0,0.818717148494176
312,1,4,2,0,0,0.5848928184633132
313,1,5,2,0,0,0.9153706262120953
314,1,6,2,0,0,0.7023608949720869
315,1,0,2,1,0,0.7736679979678882
316,1,1,2,1,0,0.8938516828018395
317,1,2,2,1,0,0.7246313876603012
318,1,3,2,1,0,0.789536412389539
319,1,4,2,1,0,0.6154082964047631
320,1,5,2,1,0,0.8967273757140095
321,1,6,2,1,0,0.728793010435733
322,1,0,3,0,0,0.847997862673972
323,1,1,3,0,0,0.9061213182235388
324,1,2,3,0,0,0.8872921461188329
325,1,3,3,0,0,0.943367774883586
326,1,4,3,0,0,0.9097381730096146
327,1,5,3,0,0,0.9333874685291865
328,1,6,3,0,0,0.8489684113602801
329,1,0,3,1,0,1.030728719020874
330,1,1,3,1,0,1.0135736904504216
331,1,2,3,1,0,0.921701546822325
332,1,3,3,1,0,0.9730149484185004
333,1,4,3,1,0,0.9906172665665884
334,1,5,3,1,0,1.0633441797371193
335,1,6,3,1,0,0.9702603599613134
336,1,0,4,0,0,0.7584391792083307
337,1,1,4,0,0,0.6183949215017865
338,1,2,4,0,0,0.6204731915024152
339,1,3,4,0,0,0.7397972551614995
340,1,4,4,0,0,0.6125651795896254
341,1,5,4,0,0,0.8437993725365975
342,1,6,4,0,0,0.6525204799191868
343,1,0,4,1,0,0.8455387551381839
344,1,1,4,1,0,0.7261217328034809
345,1,2,4,1,0,0.7566975640858588
346,1,3,4,1,0,0.8042572389790756
347,1,4,4,1,0,0.7559237091092109
348,1,5,4,1,0,0.9466612677564257
349,1,6,4,1,0,0.6771572965884837
350,1,0,0,0,1,0.912488314433872
351,1,1,0,0,1,0.9395833828013505
352,1,2,0,0,1,0.8618205134022549
353,1,3,0,0,1,0.9186180519793834
354,1,4,0,0,1,0.9031939335971493
355,1,5,0,0,1,0.9391603818810713
356,1,6,0,0,1,0.9445987725929095
357,1,0,0,1,1,0.9257252426526118
358,1,1,0,1,1,0.9529220409348318
359,1,2,0,1,1,0.8741392349862253
360,1,3,0,1,1,0.8983074220782268
361,1,4,0,1,1,0.9220677192673119
362,1,5,0,1,1,0.961701303221781
363,1,6,0,1,1,0.9440052102622672
364,1,0,1,0,1,0.8524699898823221
365,1,1,1,0,1,0.9511704462786741
366,1,2,1,0,1,0.901163299901212
367,1,3,1,0,1,0.9599356154225575
368,1,4,1,0,1,0.8894393466391928
369,1,5,1,0,1,0.979711551279102
370,1,6,1,0,1,0.9237361710369505
371,1,0,1,1,1,0.9638721164869867
372,1,1,1,1,1,0.9671051076971229
373,1,2,1,1,1,0.9871149697736117
374,1,3,1,1,1,0.9714749994444428
375,1,4,1,1,1,0.9752931869686038
376,1,5,1,1,1,1.0200015884730402
377,1,6,1,1,1,0.9969678332373597
378,1,0,2,0,1,0.9053685123967772
379,1,1,2,0,1,0.9686246779023904
380,1,2,2,0,1,0.8704704799907446
381,1,3,2,0,1,0.8945211336756719
382,1,4,2,0,1,0.8081373353719816
383,1,5,2,0,1,0.9893139904565056
384,1,6,2,0,1,0.8736886788154312
385,1,0,2,1,1,0.9048087374677481
386,1,1,2,1,1,0.939180602053066
387,1,2,2,1,1,0.8573268418030611
388,1,3,2,1,1,0.8921404428509896
389,1,4,2,1,1,0.7883592115791322
390,1,5,2,1,1,0.9655549074603903
391,1,6,2,1,1,0.8657102305936966
392,1,0,3,0,1,0.9632224745410647
393,1,1,3,0,1,0.9504377155278223
394,1,2,3,0,1,0.9371674313660825
395,1,3,3,0,1,0.9798131154654312
396,1,4,3,0,1,0.9144082118685743
397,1,5,3,0,1,0.9262880700561069
398,1,6,3,0,1,0.9434337861344345
399,1,0,3,1,1,1.0013455753310427
400,1,1,3,1,1,1.003981396385044
401,1,2,3,1,1,0.9297866281512117
402,1,3,3,1,1,0.9846362931579992
403,1,4,3,1,1,1.0111941296009324
404,1,5,3,1,1,1.0687799774632223
405,1,6,3,1,1,0.9941187184891626
406,1,0,4,0,1,0.8798429416621902
407,1,1,4,0,1,0.8166082478247995
408,1,2,4,0,1,0.807994267438437
409,1,3,4,0,1,0.8948459805362003
410,1,4,4,0,1,0.7561027091320988
411,1,5,4,0,1,0.855753148930238
412,1,6,4,0,1,0.8060959833616952
413,1,0,4,1,1,0.9223890560853863
414,1,1,4,1,1,0.8700991683440898
415,1,2,4,1,1,0.8736036587850233
416,1,3,4,1,1,0.9314595131708201
417,1,4,4,1,1,0.8454980114344772
418,1,5,4,1,1,1.0208206741772055
419,1,6,4,1,1,0.8236227599557411
